fid,sif_mean_735,sif_mean_743,longitude,latitude,B_REFL_mean,COMP_mean,EVI_mean,MIR_REFL_mean,NDVI_mean,NIR_REFL_mean,PXL_REL_mean,RAA_mean,R_REFL_mean,SZA_mean,VIQ_mean,VZA_mean,Window
4787,1.1149124702,1.3300169309,-100.5946870307,44.9209618757,473.592593,,2434.296296,1411.888889,4403.259259,2184.666667,,-4527.32,848.111111,2732.5,,1765.333333,25_May_09_June
4788,0.6326315573,0.8438993139,-100.5488266814,44.9209618757,461.307692,,2560.178571,1455.62963,4578.964286,2250.928571,,-4533.88,836.392857,2720,,1699.428571,25_May_09_June
4789,0.8130568001,0.8644588457,-100.502966332,44.9209618757,484.846154,,2243.346154,1528.730769,4095.538462,2142.615385,,-4562.666667,896.230769,2729.1,,1706.807692,25_May_09_June
4790,0.2951799817,0.2159699766,-100.4112456334,44.9209618757,366.666667,149.5,1284.222222,473.962963,2984.888889,1197.333333,,-4389.619048,555.481481,2728.857143,5868.666667,1652.583333,25_May_09_June
4791,0.6556127798,0.9461763445,-100.365385284,44.9209618757,569.703704,150,2451.148148,2256.777778,4078.333333,2439.185185,,-3865.96,1039.62963,2638.466667,,1007.222222,25_May_09_June
4792,0.5812129338,0.6829797551,-100.3195249347,44.9209618757,729.814815,157,1849.392857,2964.535714,2940.178571,2524.107143,,-3297.923077,1390.964286,2678.8125,,1651.821429,25_May_09_June
4793,0.4330281243,0.751150392,-100.227804236,44.9209618757,713.714286,,1806.821429,2912.592593,2899.535714,2449.892857,,-4607.92,1352.75,2718.583333,,1530.296296,25_May_09_June
4794,0.347826268,0.4392862022,-100.1819438867,44.9209618757,572.592593,,2120.074074,2402.333333,3646.074074,2344.222222,,-4586.684211,1107.555556,2716.6,2112,1499.222222,25_May_09_June
4795,0.6295133595,0.5819043177,-100.1360835374,44.9209618757,698.464286,,1921.357143,2896.607143,3084.178571,2497.75,,-4568.863636,1330.464286,2714.833333,,1468.714286,25_May_09_June
4796,0.5007327412,0.7802674941,-100.0902231881,44.9209618757,644.428571,,1939.333333,2652.285714,3225.285714,2389.962963,,-4566.705882,1231.392857,2712.785714,,1437.714286,25_May_09_June
4797,0.3783582449,0.3687645452,-100.0443628387,44.9209618757,741.653846,,1844.576923,3017.846154,2889,2533.730769,,-4539.375,1400.461538,2711.25,,1407.576923,25_May_09_June
4798,0.469854812,0.4603519887,-99.9526421401,44.9209618757,674.148148,,2035.148148,2908.074074,3242.851852,2519.925926,,-4558.952381,1284.666667,2707.166667,,1347.074074,25_May_09_June
4799,0.51462363,0.6802707076,-99.9067817907,44.9209618757,714.62963,157,2047.925926,3246.185185,3145.296296,2615.296296,,-3797.4,1353.222222,2658.533333,,1771.740741,25_May_09_June
4800,0.4607109865,0.4200092601,-99.8609214414,44.9209618757,608.518519,157,2764.555556,2836.592593,4183.925926,2846.703704,,-3806.407407,1163,2642.153846,,2001.037037,25_May_09_June
4801,0.4192716437,0.5660454035,-99.8150610921,44.9209618757,566.925926,150.5,2667.259259,2646.555556,4252.222222,2678.518519,,-3042.230769,1087.037037,2631.941176,,2066.740741,25_May_09_June
4802,0.6278175165,0.8124648755,-99.7692007427,44.9209618757,549.357143,145,2663.464286,2546.571429,4337.964286,2595.571429,,-3988.6,1041.592593,2637.375,,1656.851852,25_May_09_June
4803,0.7466359079,1.0402419264,-99.7233403934,44.9209618757,491.148148,,3071.666667,2252.592593,4878.111111,2754.777778,1,-4060.666667,943.740741,2611.666667,2181,1360.666667,25_May_09_June
4804,0.9310268047,1.0440069772,-99.6774800441,44.9209618757,375.464286,,3696.928571,1607.5,5935.25,2865.428571,,-4676.592593,733.321429,2595.923077,,848.25,25_May_09_June
4805,0.7411623299,0.8580685735,-99.6316196948,44.9209618757,365.592593,,3654.814815,1500.851852,5961.851852,2788.111111,,-3935.454545,701.592593,2609.615385,,1233.32,25_May_09_June
4806,0.7353986263,0.8295623273,-99.5857593454,44.9209618757,465.296296,,2977,1982.962963,4920.148148,2614,,-4008.807692,894,2638.692308,,1713.230769,25_May_09_June
4807,0.646599102,0.751892513,-99.4940386468,44.9209618757,390.555556,,3651.148148,1723.259259,5804,2878.259259,,-724.458333,762,2611.769231,,1590.590909,25_May_09_June
4808,0.5398809761,0.5621132152,-99.4481782974,44.9209618757,453.107143,148.5,3436.928571,2082.142857,5322.642857,2906.642857,,1765.16,878,2610.733333,4160,1288.678571,25_May_09_June
4809,0.7440014422,1.3557932138,-99.4023179481,44.9209618757,398.592593,152,3260.407407,1670.444444,5512.518519,2621.851852,,4995.5,774.192308,2592.846154,4160,860.074074,25_May_09_June
4810,0.9037176669,1.0084559619,-99.3564575988,44.9209618757,366.925926,150,3354.555556,1511.148148,5703.296296,2608.074074,,878.461538,712.518519,2587.625,4164,1470,25_May_09_June
4811,0.6457889602,0.9319210276,-99.3105972494,44.9209618757,306.035714,,3728,1240.178571,6311.785714,2705.321429,,-922.321429,609.214286,2612.153846,,1552.428571,25_May_09_June
4812,0.9380703159,1.181130629,-99.2647369001,44.9209618757,303.259259,,3724.037037,1226.333333,6352.148148,2694.37037,,794.92,603.444444,2608.5,,1397.185185,25_May_09_June
4813,1.2965086528,1.420923497,-99.2188765508,44.9209618757,307.678571,,4096.892857,1182.071429,6594.535714,2940.357143,,-1963.888889,604.321429,2615.769231,,1641.571429,25_May_09_June
4814,0.5140419081,0.5747184455,-99.1271558521,44.9209618757,415.962963,149.333333,3642.518519,1908.333333,5614.222222,2974.111111,,1530.818182,822.115385,2529.277778,2116,2591.181818,25_May_09_June
4815,0.5773008883,0.7394214153,-99.0812955028,44.9209618757,584.444444,,2634.444444,2722.444444,4124.962963,2717.037037,,-4359.615385,1129.518519,2625.466667,,1790.259259,25_May_09_June
4816,0.6019839602,0.7574728514,-99.0354351535,44.9209618757,607.518519,152,2400.851852,2722.148148,3818.037037,2610.038462,,-3546.363636,1162.444444,2616,,1707.153846,25_May_09_June
4817,0.5723955445,0.6497580819,-98.9895748041,44.9209618757,488.185185,157,3081.481481,2142.148148,4871.666667,2824.538462,,-2640.15,970.814815,2586,,1844.230769,25_May_09_June
4818,0.6639181522,1.0893830191,-98.9437144548,44.9209618757,480.925926,157,3051.37037,2013.962963,4885.037037,2760.481481,,-2086,952.074074,2580.764706,,1766.740741,25_May_09_June
4819,0.819607681,0.9101504803,-98.8978541055,44.9209618757,440.428571,152,2902.214286,1735.928571,4931.178571,2533.178571,0,-2075.652174,864.857143,2605.133333,,1524.04,25_May_09_June
4820,0.8621434953,1.0137278352,-98.8519937561,44.9209618757,349.074074,152,3594.592593,1476.653846,5964.851852,2743.333333,,-2727.857143,691.666667,2603.333333,,1550.461538,25_May_09_June
4821,0.9695363556,1.2806893587,-98.8061334068,44.9209618757,354.25,,3578.75,1508.107143,5915.071429,2738.25,,-4358.454545,698,2614,,1613.392857,25_May_09_June
4822,0.6390910255,0.6667458702,-98.7144127081,44.9209618757,427.740741,157,3073.703704,1841.259259,5149.37037,2596.481481,,-2733.5,829.296296,2576.533333,,1646.259259,25_May_09_June
4823,0.7528489709,0.9887285709,-98.6685523588,44.9209618757,437.538462,156.5,3175.888889,1960.851852,5139.740741,2706,,-3625.727273,849.259259,2598.133333,,1658.185185,25_May_09_June
4824,0.790792942,1.0539138913,-98.6226920095,44.9209618757,516.259259,153,2751.592593,2333.481481,4501.037037,2624.259259,,-2905.521739,1003.555556,2602.315789,4160,1708.962963,25_May_09_June
4825,0.6246272003,0.9087385237,-98.5309713108,44.9209618757,426.222222,156,3510.925926,1797.259259,5560.777778,2866.740741,,-2548.407407,819.111111,2593.117647,,1419.666667,25_May_09_June
4826,0.3708073149,0.7122848514,-98.4851109615,44.9209618757,564.407407,151.333333,2618.703704,2415.111111,4189.074074,2653.703704,,-911.333333,1090.814815,2576.428571,,1343.923077,25_May_09_June
4827,0.4254870908,0.5060599011,-98.4392506122,44.9209618757,625.107143,,2427.071429,2804.5,3818.642857,2667.178571,,1910.32,1196.107143,2572.642857,,1169.178571,25_May_09_June
4828,0.1696116052,0.3667711956,-98.3933902628,44.9209618757,686.62963,151,1967.740741,2977.074074,3146.925926,2497.814815,,-1856.4,1303.185185,2576.25,,1306.269231,25_May_09_June
4829,0.420625634,0.538238734,-98.3475299135,44.9209618757,547.571429,155.25,2758.25,2379.607143,4386.25,2694.857143,,-2248.291667,1052.321429,2587.0625,,1485.714286,25_May_09_June
4830,0.1893123053,0.3912474606,-98.3016695642,44.9209618757,665.153846,156,2259.074074,3039.592593,3497.259259,2658.576923,,-4398.428571,1274.740741,2603.333333,,1351.222222,25_May_09_June
4831,-0.0074717748,0.0499608283,-98.2558092148,44.9209618757,676.777778,152,2018.678571,3073.964286,3220.571429,2524.107143,,1299.619048,1295.5,2563.538462,,1145.730769,25_May_09_June
4832,0.1998950392,0.5636362986,-98.2099488655,44.9209618757,678,152,2011.153846,3189.807692,3197.769231,2538.36,,1592.65,1311.038462,2564.909091,,1122.708333,25_May_09_June
4833,0.2180096101,0.3842946948,-98.1640885162,44.9209618757,639.607143,156,2208.892857,3193.464286,3529.785714,2558.5,,-2004.181818,1221.777778,2590.076923,,1226.666667,25_May_09_June
4834,0.5823265112,0.6639535257,-98.1182281668,44.9209618757,500.96,,2934.961538,2251.692308,4696,2731.692308,,-4360.857143,985.153846,2586.615385,,1160.692308,25_May_09_June
4835,0.5279816919,0.6628568206,-98.0723678175,44.9209618757,535.785714,152,2531.428571,2621.821429,4169.321429,2525.740741,,-2094.608696,1025.107143,2563.461538,,1110.92,25_May_09_June
4836,0.3685981072,0.4867277348,-98.0265074682,44.9209618757,479.555556,,3310.148148,2266,5082.518519,2919.148148,,-3594.5,941.692308,2582.454545,,1094.291667,25_May_09_June
4837,0.8229576126,1.0546049569,-97.7972057215,44.9209618757,502.285714,,2396.857143,2192.535714,4223.444444,2341.892857,,436.619048,965.928571,2539.615385,,1037.230769,25_May_09_June
4838,1.1721045792,1.5319595456,-97.7513453722,44.9209618757,410.076923,152.5,3083.153846,1844.115385,5170.115385,2568.923077,,2451.533333,796.076923,2552.615385,,1276.923077,25_May_09_June
4839,0.5312907149,0.8223277132,-97.7054850229,44.9209618757,463.518519,,2014.392857,1263.392857,3787.892857,1863.464286,,8205.789474,773.678571,2508.4,6208,1157.333333,25_May_09_June
4840,0.1376199009,0.2417603913,-97.6137643242,44.9209618757,577.964286,151.333333,1581.142857,2600.444444,2952.964286,1944.321429,,8838.846154,1060.857143,2500.066667,3477.333333,1320.555556,25_May_09_June
4841,-0.0364632034,-0.0043288898,-97.5679039749,44.9209618757,550.962963,154,1797.37037,2177.518519,3254.444444,2041.037037,,11728.2,1027.111111,2487.444444,6208,1292.592593,25_May_09_June
4842,0.1973933035,0.3045426479,-97.5220436256,44.9209618757,502.241379,,1856.75,2163.285714,3492.071429,1977.464286,,8729.08,942.571429,2514.555556,,1193.75,25_May_09_June
4843,0.2010696381,0.2544987336,-97.4761832762,44.9209618757,540.576923,156,2125.740741,2356.481481,3757.111111,2242.62963,,7785.2,1024.777778,2522.25,,1370.407407,25_May_09_June
4844,0.3535729883,0.4738345705,-97.4303229269,44.9209618757,471.444444,156,2202.666667,1624.777778,4096.740741,2028.222222,,6976.538462,824.074074,2518.333333,6208,1235.62963,25_May_09_June
4845,0.2903732829,0.4823202893,-97.3844625776,44.9209618757,487.785714,154,1667.857143,1725.464286,3346.714286,1723.857143,,9602.115385,829.357143,2500.083333,,1288.777778,25_May_09_June
4846,0.1765476882,0.3617391109,-97.2927418789,44.9209618757,451.678571,154,2507.714286,1934.821429,4520.214286,2245.071429,,11558.961538,846.642857,2479.75,2112,1424.571429,25_May_09_June
4847,0.4972449442,0.7589650303,-97.2010211802,44.9209618757,455.035714,155,2028.5,1111.5,3509.857143,1870.714286,1,11284.909091,733.785714,2491,6171.333333,1547.321429,25_May_09_June
4848,0.9152448028,1.0405804515,-97.1551608309,44.9209618757,405.888889,,3242.37037,1297.444444,5510.518519,2537.296296,,11151.285714,728.962963,2486,,1497,25_May_09_June
4849,0.7551863442,1.0595692992,-97.1093004816,44.9209618757,505.071429,156,2971.464286,1890.214286,4770.785714,2664.392857,,-3223.576923,937.428571,2551.571429,,716.730769,25_May_09_June
4850,0.8218938162,1.0394024303,-97.0634401322,44.9209618757,490.814815,154.666667,2918.185185,2184.888889,4724.962963,2664.925926,,-2929.73913,949.814815,2549.785714,,725.869565,25_May_09_June
4851,0.716194576,0.8239878416,-97.0175797829,44.9209618757,461.142857,,3473.321429,2094,5322.821429,2982.857143,,-4425.071429,906.285714,2544.3,,413.607143,25_May_09_June
4852,0.311760772,0.4046110003,-96.9717194336,44.9209618757,526.307692,152,2991.407407,2457.666667,4664.777778,2818.185185,1,-2312.730769,1021.481481,2528.833333,2181,580.333333,25_May_09_June
4853,0.8025238588,0.9326558156,-96.9258590843,44.9209618757,435.178571,156,3296.785714,2049.321429,5246.857143,2751.392857,,-1280.25,832.678571,2517.6,,712.04,25_May_09_June
4854,0.3130081724,0.6904962808,-96.8341383856,44.9209618757,478.111111,154,2540.107143,2048.857143,4418.857143,2381.821429,0.5,10103.68,921.464286,2471.533333,3500.333333,1552.961538,25_May_09_June
4855,0.8498498499,0.9662423687,-96.7882780363,44.9209618757,420.653846,,2613.538462,1228.192308,4681.038462,2212.153846,,12841.583333,772.84,2454,6208,1809.791667,25_May_09_June
4856,0.7589750754,0.9844233063,-96.7424176869,44.9209618757,372.384615,154,3437.892857,1355.892857,5770.964286,2660.107143,1,6766.84,712.678571,2489.909091,2135,1324.24,25_May_09_June
4857,0.7707817316,0.9851298749,-96.6965573376,44.9209618757,432.481481,155.5,3002.666667,1663.08,5101.62963,2545.888889,1,9497.47619,833.962963,2462.571429,2148.5,1673.454545,25_May_09_June
4858,0.4100869149,0.6595179103,-96.6048366389,44.9209618757,516.222222,154,2680.814815,2233.296296,4418.703704,2590.259259,0.5,10502.695652,1010.481481,2462.588235,2135,1717.653846,25_May_09_June
4859,0.7386391163,0.867988348,-96.5589762896,44.9209618757,482.392857,156,2993.285714,2073.857143,4843.357143,2711.5,,3306.590909,945.928571,2519.090909,,1113.045455,25_May_09_June
4860,0.8911755468,1.1243045671,-96.5131159403,44.9209618757,484.518519,155,2933.222222,2162.259259,4754.777778,2667.111111,1,3193.608696,944.592593,2493.071429,2169.5,1027.727273,25_May_09_June
4861,0.4449586347,0.8431838188,-96.467255591,44.9209618757,514.785714,154,2547.785714,2220.571429,4249.5,2469.857143,1,4734.272727,987.392857,2477.5,2181,1026.772727,25_May_09_June
4862,0.5166728795,0.7395601017,-96.4213952416,44.9209618757,494.08,154.5,2471.56,2263.12,4260.92,2351.56,1,7422.571429,936.88,2488.470588,2158,1460.952381,25_May_09_June
4863,0.3422841054,0.6921812851,-96.3755348923,44.9209618757,508.807692,153,2408.185185,2304.740741,4154.666667,2395.925926,1,11284.55,993.925926,2465.4,4183,1515.409091,25_May_09_June
4864,0.1430187643,0.1444920253,-96.329674543,44.9209618757,464.884615,153.333333,2938.115385,1812.923077,4881.807692,2585.307692,1,10568.125,889.076923,2499.230769,2181,860.44,25_May_09_June
4865,0.0792181273,0.391655236,-96.2838141936,44.9209618757,548.925926,154,2110.428571,2391.107143,3688.285714,2263.142857,1,12005.791667,1045.428571,2468.4375,2181,1278.916667,25_May_09_June
4866,0.3085968824,0.5336852666,-96.2379538443,44.9209618757,545.666667,,1933.074074,2402.888889,3469.076923,2169.037037,1,12650.56,1054.814815,2451.333333,2146.5,1986.88,25_May_09_June
4867,0.0852699354,0.3656902058,-96.192093495,44.9209618757,505.653846,154,2073.25,2208.428571,3813.464286,2126.607143,0.666667,12583.826087,958.148148,2468.583333,2549.2,1673.541667,25_May_09_June
4868,0.0159639561,0.1366598333,-96.1462331456,44.9209618757,504.777778,154,1962.37037,2300.666667,3670.259259,2050.555556,0,12482,951.444444,2461,2112,1785.708333,25_May_09_June
4869,-0.0027610547,0.1991087053,-96.1003727963,44.9209618757,502.64,154,1583,2153.192308,3198.192308,1809.5,,12658.380952,941.423077,2450.357143,,1958.227273,25_May_09_June
4870,0.0519385356,0.2917466797,-96.054512447,44.9209618757,527.75,149.111111,1879.107143,2091.107143,3473.321429,2045.857143,1,10920.173913,988.464286,2489,2145.545455,2970.791667,25_May_09_June
4871,-0.1999821874,-0.1260628607,-96.0086520976,44.9209618757,487.111111,154,1920.185185,2094.148148,3663.296296,1982.333333,0.666667,12626.217391,917.481481,2450.25,2129.25,1853.347826,25_May_09_June
4872,-0.0113735256,0.035793727,-95.9627917483,44.9209618757,467.259259,,1639.814815,2466.37037,3316.259259,1821.777778,,11809.916667,915.769231,2428.692308,2148.5,2578.782609,25_May_09_June
4873,-0.1550464735,-0.1060880817,-95.8710710497,44.9209618757,621.222222,152,1957.37037,3294.037037,3271.592593,2375.777778,1,-2295.35,1203.296296,2710.5,2148.5,3497.590909,25_May_09_June
4874,0.098431697,0.2242353897,-95.8252107003,44.9209618757,563.857143,154.666667,1980.518519,2991.892857,3421.607143,2305.464286,0.5,1535.380952,1129.892857,2623.65,2146.5,3024.72,25_May_09_June
4875,0.3056252259,0.6636592845,-95.779350351,44.9209618757,493.962963,151,2263,2285,4150.962963,2281.62963,,4293.681818,981.925926,2588.916667,2116,2699.086957,25_May_09_June
4876,0.2908962485,0.5327643818,-95.7334900017,44.9209618757,356.703704,154.6,3015.62963,1507.703704,5489.740741,2338.814815,1,4374.086957,681.962963,2516.375,2537.8,3218.916667,25_May_09_June
4877,0.3568231514,0.6116031834,-95.6876296523,44.9209618757,370.814815,153.833333,2727.777778,1716.407407,5191.185185,2205.925926,1,10645.8,711.185185,2361.333333,2168,3825.157895,25_May_09_June
4878,0.2001757352,0.3781548187,-95.641769303,44.9209618757,424.62963,158,2469.962963,2053.148148,4572.481481,2190.37037,,10393.666667,815.185185,2359.2,,4228.4375,25_May_09_June
4879,-0.240877631,-0.0298118251,-95.5959089537,44.9209618757,455.392857,157.666667,2075.428571,2448.928571,3911.571429,2033.75,,6300.526316,872.892857,2492.5,2114,3562.111111,25_May_09_June
4880,0.2000500401,0.1898523681,-95.4583279057,44.9209618757,426.074074,,1799.857143,2153.464286,3809.607143,1701.571429,,12040.045455,758.75,2266.571429,,4722.333333,25_May_09_June
4881,-0.1040015805,0.0429364049,-95.4124675564,44.9209618757,467.04,157,1663.592593,2670.307692,3432.5,1715.62963,,12029.28,835.555556,2265.666667,2116,4738.25,25_May_09_June
4882,-0.2823749259,-0.1404683191,-95.366607207,44.9209618757,462.62963,,1573.074074,2718.740741,3347.038462,1648.037037,,12090.555556,819.115385,2286.428571,,4544.15,25_May_09_June
4883,-0.058056163,0.0700777784,-95.3207468577,44.9209618757,401.461538,,1368.407407,2238.407407,3298.074074,1415.555556,,12199.521739,717.518519,2362.5,,3939.1,25_May_09_June
4884,-0.275154771,-0.0852354941,-95.2748865084,44.9209618757,412.62963,155.5,1379.037037,2058.148148,3302.814815,1423.925926,1,12345.84,720.296296,2325.636364,2181,3569.291667,25_May_09_June
4885,-0.4027951631,-0.2959214052,-95.229026159,44.9209618757,415.888889,155.25,1624,2296.107143,3683.071429,1572,1,11669.136364,732.928571,2363.5,2181,3513.5,25_May_09_June
4886,-0.1156529356,0.0862187085,-95.1831658097,44.9209618757,375.814815,159,1699.888889,2223.407407,3885.185185,1548.518519,,12446.541667,673.615385,2316.214286,,3580.125,25_May_09_June
4887,0.1410585139,0.1165709633,-95.1373054604,44.9209618757,364.115385,154,1772.037037,1750.185185,4134.148148,1536.555556,,12557,635.481481,2387.25,,2948,25_May_09_June
4888,-0.0205666553,0.1428763003,-95.091445111,44.9209618757,321.428571,,1393.5,1468.892857,3758.571429,1251.481481,,12569.142857,563.642857,2406.666667,,2809.642857,25_May_09_June
4889,0.0275707124,0.1351895432,-95.0455847617,44.9209618757,420.44,154,1481.68,1987.32,3429.846154,1498.153846,0,12596.125,740.269231,2411.727273,2112,2656.08,25_May_09_June
4890,-0.1212555277,-0.0700155584,-94.9997244124,44.9209618757,365,,1462.666667,1957.851852,3595.37037,1381.814815,,12524.56,647,2362.5,,3188.923077,25_May_09_June
